C_q,Delta,E_NUC,E_miss,E_rep,L_E,L_G,L_G_posthoc,L_q,L_surface,accepted_iterations,admission_reasons,admitted,anisotropy_level,best_feasible_actual_L_q,candidate_evaluations,method,min_joint_limit_margin,min_sigma_min_5,objective,parameters,placement_id,relative_surface_length_change,surface_id,terminal_q_mismatch,window_id
12.772551938746838,0.015367298850366152,0.9938402749096086,0.9938402749096086,0.0,0.046824739332125206,,0.5497081238800416,0.5980714151378511,0.046824739332125206,5,,True,P_high,0.5980033511133722,60,M1,0.18134407918429665,0.5581539558003602,0.046824739332125206,"[[0.0, -0.002], [0.0, 0.001], [-0.00048507125007266603, 0.0014402850002906641]]",T33,0.013548734210152204,hemisphere,0.00029691901597184156,hemisphere_P_high_W05
12.769231359983248,0.015356067102426818,0.9938402749096086,0.9938402749096086,0.0,0.04683745015684444,0.549743488243517,,0.5980782373644303,0.04683745015684444,3,,True,P_high,0.5980782373644303,60,M2,0.1813440791842965,0.5581539558003303,0.549743488243517,"[[0.0, -0.002], [0.0, 0.001], [0.0, 0.002]]",T33,0.013280956763606522,hemisphere,0.00018836577185288306,hemisphere_P_high_W05
12.521791577974545,0.023863586183320042,0.9957755399829825,0.995132645407887,0.000642894575095525,0.046240891845881565,,0.5117975882216063,0.5790188100737916,0.046240891845881565,2,,True,P_high,0.5658433434077518,60,M1,0.16891055037107294,0.6213503024368494,0.046240891845881565,"[[0.0, -0.001], [0.0, -0.0005], [0.0, 0.0]]",T33,0.01987113948975121,hemisphere,9.22005061338993e-05,hemisphere_P_high_W06
12.520543174808969,0.023928887871982017,0.9957755399829825,0.995132645407887,0.000642894575095525,0.04624240871356148,0.5117808640712667,,0.578980074805309,0.04624240871356148,1,,True,P_high,0.5658433434077518,60,M2,0.16891055043705097,0.6213503024368494,0.5117808640712667,"[[0.0, -0.001], [0.0, 0.0], [0.0, 0.0]]",T33,0.019838987735507064,hemisphere,0.0001314134312524473,hemisphere_P_high_W06
14.219009155154614,-0.00026204249393279666,0.9971623324347392,0.9958407970452728,0.001321535389466336,0.0487278683196265,,0.6357683707219841,0.6928620057479377,0.0487278683196265,9,,True,P_high,0.6496469252437341,60,M1,0.10383289105392374,0.4865908150141178,0.0487278683196265,"[[0.0, 0.002], [0.0, 0.002], [0.0018463234456087912, 0.0007688236040830706]]",T33,0.01628338269951533,hemisphere,0.0002554208051877005,hemisphere_P_high_W07
13.857907857947147,0.018452004300103967,0.9968980253568458,0.9955764899673795,0.001321535389466336,0.04906217861591248,0.6162590625616047,,0.67989915056946,0.04906217861591248,3,,True,P_high,0.6496469252437341,60,M2,0.10354915795537034,0.48659081501407064,0.6162590625616047,"[[0.0, -0.001], [-0.002, 0.0], [-0.001, 0.0]]",T33,0.009534337335289822,hemisphere,6.980821263047332e-05,hemisphere_P_high_W07
10.732974542252082,0.03018776842463726,0.99374559891972,0.9935848752759462,0.0001607236437738811,0.047048436022018074,,0.482840193710217,0.5049696660770958,0.047048436022018074,6,,True,P_high,0.4967075820098434,60,M1,0.1481927973461887,0.5191552534001841,0.047048436022018074,"[[0.0015, 0.0], [0.0, -0.002], [0.0016086092985629467, -0.001188434316475599]]",T33,0.01987506743165102,hemisphere,0.0017153150007529483,hemisphere_P_high_W08
10.657554123898937,0.03559420003460134,0.9935848752759462,0.9935848752759462,0.0,0.04711724620489501,0.48000714848647685,,0.5021546015977404,0.04711724620489501,5,,True,P_high,0.4987023345287375,60,M2,0.14819279734618843,0.5191552534001752,0.48000714848647685,"[[0.0, 0.0], [0.00038992421675556753, -0.00196162154993963], [0.0014142135623730952, -0.0014142135623730952]]",T33,0.01844159627820582,hemisphere,0.0014317943023138824,hemisphere_P_high_W08
10.172348038010039,0.02976300945092285,0.9935517343624978,0.9933910107187239,0.00016072364377388144,0.04702605688225373,,0.45933446220807284,0.47836541746154226,0.04702605688225373,10,,True,P_high,0.4556164235933553,60,M1,0.1503318362510863,0.5703937049824965,0.04702605688225373,"[[-0.001, -0.0015], [-0.00048507125007266603, -0.0019402850002906641], [0.0005, 0.0]]",T33,0.016811661417827847,hemisphere,0.001239700513459674,hemisphere_P_high_W09
10.1475173590853,0.03022089211693236,0.9935517343624978,0.9933910107187239,0.00016072364377388144,0.047118881020841295,0.45870573773900947,,0.478139663099662,0.047118881020841295,10,,True,P_high,0.4556164235933553,60,M2,0.1503318362510877,0.570393704982545,0.45870573773900947,"[[-0.001, -0.0015], [-0.0009053872630889341, -0.0017833322471811947], [0.001, 0.0]]",T33,0.014870958398079918,hemisphere,0.0012807337761904236,hemisphere_P_high_W09
