E_NUC,E_miss,E_rep,J_q,admission_reasons,admitted,anisotropy_level,baseline_reconstruction_error,formulation,integrated_L_G_diagnostic,max_axis_error,max_position_error,mean_abs_alignment_cheap,mean_abs_alignment_expensive,median_log_kappa_R,min_joint_limit_margin,min_sigma_min_5,minimum_absolute_joint_margin_rad,optimized,placement_id,q_sample_count,solver,strict_pass,surface_candidate_id,surface_id,surface_length,terminal_q_mismatch,window_id
0.9869748588076744,0.9863783708427762,0.0005964879648981573,0.18849136083748028,,True,P_low,,F2,0.16742873120067248,2.792722504104237e-05,8.470145420776155e-06,0.6288218331014422,0.6275141395108459,0.9069430975184959,0.08955256429214227,0.690885987320492,1.1253515528694908,True,T17,27,single_warm_continuation_surface_bank,True,4,saddle,0.047371411679460906,9.44026690463673e-06,saddle_P_low_W08
0.9894607175552406,0.9894607175552406,0.0,0.17777870452548897,,True,P_low,,F2,0.1532245592377703,1.864224598735578e-05,4.938048812537747e-06,0.6696040042947663,0.5676072774931982,0.7971268031380981,0.08778465784537845,0.6879336773759821,1.103135368655007,True,T17,27,single_warm_continuation_surface_bank,True,0,saddle,0.04843303168994856,5.359506579249995e-05,saddle_P_low_W09
0.9935132568742993,0.9920332306352807,0.0014800262390185514,0.16068562653154497,,True,P_mid,,F2,0.1368036286444606,0.0017292508639040135,0.0007851941583656099,0.9601256910378697,0.22601748371054833,1.4912697491609461,0.07803935380117209,0.9243979945486416,0.9806721748199729,True,T21,27,single_warm_continuation_surface_bank,True,22,saddle,0.048272116009422515,4.3710512092065557e-05,saddle_P_mid_W00
0.9882313425004375,0.9882313425004375,0.0,0.14815805786342578,,True,P_mid,,F2,0.13860976706295872,1.9122411148057743e-05,5.063016470381494e-06,0.9633850105125266,0.2432342916350903,0.6179684817970051,0.09789706414352667,0.9342723920401035,1.2302117089119307,True,T21,25,single_warm_continuation_surface_bank,True,20,saddle,0.04665206121848786,0.00013985843198316417,saddle_P_mid_W01
0.9866976485911565,0.9866976485911565,0.0,0.15453139216773484,,True,P_mid,,F2,0.1466127520471087,1.9267391577033867e-05,4.459626966326586e-06,0.8847380961555804,0.3564932141355771,0.7349895330152015,0.1019595250336859,0.9425036532607383,1.2812621361928098,True,T21,26,single_warm_continuation_surface_bank,True,12,saddle,0.04798481007626669,0.00017960831833541135,saddle_P_mid_W02
0.9924615269177419,0.990422907158716,0.002038619759025941,0.1904084678005635,,True,P_mid,,F2,0.17036032727601014,2.1756578168303957e-05,6.62474012926164e-06,0.7189790667160246,0.5358443504173636,1.4884520344955012,0.08453215433438038,0.9358548642241808,1.062263173584471,True,T21,27,single_warm_continuation_surface_bank,True,5,saddle,0.04831447530645353,5.969734234145818e-05,saddle_P_mid_W03
0.988222966932537,0.9879209917256789,0.0003019752068580255,0.14967396635411326,,True,P_mid,,F2,0.1436415417653571,9.76253530337809e-06,6.304084417693991e-06,0.8077657587216798,0.42415642360274813,0.8400788442955656,0.11799102299100411,0.7914448197422833,1.4827200314936944,True,T21,26,single_warm_continuation_surface_bank,True,0,saddle,0.04727721258779675,4.49717707056152e-05,saddle_P_mid_W04
0.9873979368624795,0.987114986560685,0.00028295030179448683,0.17324543372139556,,True,P_mid,,F2,0.17161729435297435,1.6038218852367843e-05,9.039788445869382e-06,0.7372574958145435,0.525443025630526,1.2229418583234681,0.10211456045227608,1.0041484256249082,1.2832103701762732,True,T21,27,single_warm_continuation_surface_bank,True,5,saddle,0.048663961789684476,0.000288856265037829,saddle_P_mid_W05
0.9866392204497414,0.9863485107419673,0.00029070970777415336,0.16907553878679654,,True,P_mid,,F2,0.16902339430124946,1.295807410686066e-05,1.0493262795302291e-05,0.8586549536606216,0.45856166443317437,2.1625329506742457,0.10436242876400681,0.8492211110667256,1.31145793757144,True,T21,25,single_warm_continuation_surface_bank,True,5,saddle,0.045971359447696085,8.749663415752451e-05,saddle_P_mid_W06
0.9864833820339661,0.9864833820339661,0.0,0.1986135473528653,,True,P_mid,,F2,0.1873218678198871,1.920496086148403e-05,1.1520284254903624e-05,0.8358124280539099,0.40999579432479416,2.0023736761090922,0.0970750281685575,0.8370942353738707,1.2198816924767977,True,T21,27,single_warm_continuation_surface_bank,True,0,saddle,0.04930354702537853,0.00017500547996673887,saddle_P_mid_W07
0.9863783708427762,0.9863783708427762,0.0,0.1982364440071775,,True,P_mid,,F2,0.17692554008231265,1.6544986822533973e-05,9.783374194676427e-06,0.7267354550343627,0.5774255728574543,1.2890995802066731,0.08049622142592501,0.9289182609835285,1.0115461070023155,True,T21,27,single_warm_continuation_surface_bank,True,3,saddle,0.047405107799997286,1.7019424915165615e-05,saddle_P_mid_W08
0.9897626927620986,0.9897626927620986,0.0,0.2066623871421387,,True,P_mid,,F2,0.18557912500505308,1.7127094161412825e-05,7.69764961470009e-06,0.6832472308276147,0.5658411281235766,1.4560847303069646,0.07315258234607684,0.920932651809882,0.9192631477420932,True,T21,27,single_warm_continuation_surface_bank,True,16,saddle,0.048563972726775886,4.3342173637661574e-05,saddle_P_mid_W09
