E_NUC,E_miss,E_rep,J_q,admission_reasons,admitted,anisotropy_level,baseline_reconstruction_error,formulation,integrated_L_G_diagnostic,max_axis_error,max_position_error,mean_abs_alignment_cheap,mean_abs_alignment_expensive,median_log_kappa_R,min_joint_limit_margin,min_sigma_min_5,minimum_absolute_joint_margin_rad,optimized,placement_id,q_sample_count,solver,surface_candidate_id,surface_id,surface_length,terminal_q_mismatch,window_id
0.9976325449856752,0.9955910297074412,0.0020415152782340008,0.24767738664021188,,True,P_mid,0.0,F0,0.2518768031961977,1.7237822739797766e-05,3.7608327454266257e-06,0.7875469127897463,0.4852287875079719,0.9102280272108453,0.3477712593252348,0.7517985704497259,2.1850468223404502,False,T27,25,fixed_archived_witness,baseline,hemisphere,0.047221554649235505,0.0,hemisphere_P_mid_W00
0.9936080951159177,0.992774368391907,0.0008337267240107142,0.27444265807663637,,True,P_mid,0.0,F0,0.252413177627237,1.5782609037579787e-05,4.382291981386142e-06,0.7042123836611506,0.6551349003701488,2.4283705054572216,0.3254360550648806,0.6663234382700965,2.0848787688619206,False,T27,25,fixed_archived_witness,baseline,hemisphere,0.04669519228676878,0.0,hemisphere_P_mid_W01
0.993128015974775,0.993128015974775,0.0,0.3288975591954704,,True,P_mid,0.0,F0,0.320009135006278,4.2124183220224866e-05,7.293189260826108e-06,0.8954467900783288,0.40155548085144144,2.7773182472090583,0.25515057266278673,0.37195656667848076,1.603111048040289,False,T27,25,fixed_archived_witness,baseline,hemisphere,0.04689527986924526,0.0,hemisphere_P_mid_W02
0.9976325449856752,0.9955910297074412,0.002041515278234001,1.154634484423539,,True,P_mid,0.0,F0,0.8455926853651864,0.00025569333987926333,4.769559780607324e-05,0.37278800351867347,0.9052863195495472,2.131263054350783,0.2216168531049809,0.3172386405219124,1.392418688058595,False,T27,25,fixed_archived_witness,baseline,hemisphere,0.04722155464923569,0.0,hemisphere_P_mid_W03
0.99733418627566,0.99563947852366,0.0016947077520000245,0.8026627219868667,,True,P_mid,0.0,F0,0.630598978700945,0.00015634392928225852,3.3875898298570935e-05,0.5256991582469666,0.8446640229868834,1.5979202673345825,0.22438969597707678,0.45977119983830944,1.4098404598239735,False,T27,27,fixed_archived_witness,baseline,hemisphere,0.04852586982151051,0.0,hemisphere_P_mid_W04
0.9936795512658346,0.9936795512658346,0.0,0.6001178689960485,,True,P_mid,0.0,F0,0.5457062094260472,0.0001072072604343482,1.7902038014000597e-05,0.3013140832873297,0.8441262585472415,0.5758914428862304,0.1749655325368897,0.6244154157366328,1.0993084409292782,False,T27,26,fixed_archived_witness,baseline,hemisphere,0.0474678688709805,0.0,hemisphere_P_mid_W05
0.9957755399829825,0.995132645407887,0.000642894575095525,0.5318214259490881,,True,P_mid,0.0,F0,0.4943274609296584,0.00012185975120783647,1.6806000866293058e-05,0.9072869633685167,0.36900763593921443,0.17886662149607577,0.1703160724182388,0.6830788492262143,1.0700958830037943,False,T27,26,fixed_archived_witness,baseline,hemisphere,0.047178380016081614,0.0,hemisphere_P_mid_W06
0.9968980253568458,0.9955764899673795,0.001321535389466336,0.6298206676492579,,True,P_mid,0.0,F0,0.6140933635645626,0.00015456840923579396,2.2916468435512343e-05,0.6971984601761708,0.7152582349367557,1.0177974163298336,0.10066604574456714,0.47741215319063124,0.6324847654131154,False,T27,27,fixed_archived_witness,baseline,hemisphere,0.04953445683711794,0.0,hemisphere_P_mid_W07
0.9935848752759462,0.9935848752759462,0.0,0.458285246444086,,True,P_mid,0.0,F0,0.40597081267936586,0.00011613946686988411,9.707969675427809e-06,0.8526594340741376,0.420980012023879,1.040916046764795,0.20345382427985967,0.5661041480536562,1.2783003779503583,False,T27,27,fixed_archived_witness,baseline,hemisphere,0.04800248872225997,0.0,hemisphere_P_mid_W08
0.9930728541052197,0.9930728541052197,0.0,0.3992475457729036,,True,P_mid,0.0,F0,0.3784666721700223,6.91000152182342e-05,8.948007257886678e-06,0.7208460886549996,0.4811546246868384,1.1499680159524623,0.20655236769853907,0.6793872837854112,1.5698958834355534,False,T27,27,fixed_archived_witness,baseline,hemisphere,0.04783016136060841,0.0,hemisphere_P_mid_W09
